Container_ID,Declaration_Date,Declaration_Time,Trade_Regime,Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status,was_zero_declared_value,was_zero_declared_weight,Weight_Difference,Weight_Difference_Percent,High_Weight_Anomaly,Value_Per_Weight,Log_Declared_Value,Log_Declared_Weight,HS_Chapter,HS_Heading,Excessive_Dwell_Flag,Importer_Shipment_Count,Exporter_Shipment_Count,Shipping_Line_Frequency,Declaration_Year,Declaration_Month,Declaration_Day,Declaration_Weekday,Declaration_Hour,Is_Business_Hours,Is_Night_Declaration,Weight_Risk_Score,Value_Risk_Score,Dwell_Risk_Score,Behavioral_Risk_Score,Temporal_Risk_Score,Integrity_Risk_Score,Route_Risk_Score,Normalized_Weight_Risk,Normalized_Value_Risk,Normalized_Dwell_Risk,Normalized_Route_Risk,Normalized_Behavioral_Risk,Normalized_Temporal_Risk,Normalized_Integrity_Risk,Total_Risk_Score,Risk_Label,Anomaly_Score,Anomaly_Flag
19246049,2020-01-01,08:51:29,Import,IT,PORT_20,SI,220429,NM5XD6W,3QHJOHO,3151.61,7.7,7.598,LINE_MODE_10,37.9,Clear,0,0,-0.1020000000000003,-1.324675324675329,0,409.2999468441628,8.055985960172439,2.163323025660538,22,2204,0,3,6,28150,2020,1,1,2,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.2006262185640657,0
14879976,2020-01-01,06:55:36,Import,CN,PORT_30,EC,851762,KRQQAFQ,HXEPMFC,153294.0,1057.2,1055.297,LINE_MODE_10,45.5,Clear,0,0,-1.90300000000002,-0.1800037835792678,0,144.99999986284524,11.940119448541958,6.964324630470031,85,8517,0,1,4,28150,2020,1,1,2,6,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Medium,0.1997690084094506,0
58493150,2020-01-01,15:25:50,Import,CN,PORT_20,PY,854442,I6ZZMA2,K76UOWY,2547.36,14.4,13.086,LINE_MODE_10,17.6,Low Risk,0,0,-1.314,-9.125,0,176.89998771527866,7.84320529399609,2.734367509419584,85,8544,0,50,30,28150,2020,1,1,2,15,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1353455681315893,0
43035997,2020-01-01,23:18:37,Import,CN,PORT_30,CR,851660,4IDKLYQ,S7GIAHP,2359189.8,5346.0,5413.894,LINE_MODE_40,49.1,Clear,0,0,67.89400000000023,1.269996258885152,0,441.2999999174522,14.673829236848608,8.584290934948731,85,8516,0,1,1,15592,2020,1,1,2,23,0,1,0,0,0,3,2,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13,Medium,0.1539040654310722,0
35204875,2020-01-01,14:47:55,Import,ID,PORT_62,JP,441231,44A9O7H,SLE6478,2594851.2,45684.0,46766.711,LINE_B7S0RD,62.3,Clear,0,0,1082.711000000003,2.370000437790042,0,56.79999999875668,14.769040117276084,10.72952529543272,44,4412,0,4,4,35,2020,1,1,2,14,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1303092467280431,0
47555392,2020-01-01,15:41:52,Import,JP,PORT_20,TH,842952,H5ELQX1,DHZWEP3,1084552.0,1712.0,1695.222,LINE_W6UCD9,34.2,Clear,0,0,-16.77800000000002,-0.9800233644859826,0,633.4999996299649,13.896678478502157,7.44600149832412,84,8429,0,1,1,2251,2020,1,1,2,15,1,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Medium,0.1489182324943114,0
54770090,2020-01-01,17:14:50,Import,US,PORT_20,JP,821300,IKARAKA,10T1QG8,1620.5,5.0,4.956,LINE_MODE_40,34.9,Clear,0,0,-0.0439999999999995,-0.8799999999999919,0,324.0999351800129,7.391106925747373,1.791759469228055,82,8213,0,3,21,15592,2020,1,1,2,17,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.191840378151149,0
91408622,2020-01-01,01:49:02,Import,CN,PORT_40,PL,852580,Y87ZITA,BXMTYM2,50127.0,110.0,114.567,LINE_MODE_40,99.0,Low Risk,0,0,4.566999999999993,4.151818181818175,0,455.6999958572728,10.822335013191973,4.709530201312334,85,8525,1,4,60,15592,2020,1,1,2,1,0,1,0,0,2,0,2,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23,Medium,0.1191898421893012,0
55920693,2020-01-01,09:19:33,Import,CN,PORT_50,CL,420292,PK9KAKW,LBW8NB5,189.6,316.0,304.845,LINE_A5IT1U,19.4,Clear,0,0,-11.154999999999973,-3.530063291139232,0,0.5999999981012658,5.250176991220101,5.75890177387728,42,4202,0,1,13,265,2020,1,1,2,9,1,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Medium,0.1436930798401962,0
57409866,2020-01-01,02:47:06,Import,CN,PORT_30,UG,481950,EJBNJ7G,AE0JJD2,95.55,24.5,24.578,LINE_MODE_10,48.8,Clear,0,0,0.0779999999999994,0.318367346938773,0,3.8999998408163328,4.570061008874523,3.2386784521643803,48,4819,0,5,5,28150,2020,1,1,2,2,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.1866209188597266,0
24077377,2020-01-01,17:01:37,Import,CN,PORT_20,PG,950300,CJ6ZCGQ,SPNQCD4,716565.9,10711.0,10954.14,LINE_MODE_40,55.7,Clear,0,0,243.13999999999945,2.270002800858925,0,66.89999999375408,13.482226892442895,9.279119887371008,95,9503,0,6,3,15592,2020,1,1,2,17,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1885530118270211,0
19201172,2020-01-01,02:11:32,Import,CN,PORT_40,ZZ,200599,Q8MAKJD,KILND1W,4575904.0,48320.0,48329.664,LINE_MODE_10,46.8,Clear,0,0,9.663999999997031,0.0199999999999938,0,94.69999999804016,15.336315051336758,10.785621527758789,20,2005,0,9,137,28150,2020,1,1,2,2,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.1176758962535006,0
25886903,2020-01-01,05:56:23,Import,CA,PORT_20,PG,851762,EHXQG9A,W3K0JC6,13320.27,14.1,14.237,LINE_MODE_10,53.1,Clear,0,0,0.1370000000000004,0.9716312056737622,0,944.6999330000048,9.497117284894648,2.714694743820879,85,8517,0,11,5,28150,2020,1,1,2,5,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.19024642407164,0
64705381,2020-01-01,16:59:01,Import,DE,PORT_30,HU,732690,Y3QS787,KQ8UJP7,33.0,22.0,22.455,LINE_MODE_10,60.4,Clear,0,0,0.4549999999999983,2.0681818181818103,0,1.499999931818185,3.5263605246161616,3.1354942159291497,73,7326,0,1,1,28150,2020,1,1,2,16,1,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Medium,0.1898769993379218,0
51313213,2020-01-01,20:08:13,Import,GB,PORT_16,SI,391190,TM6WOEY,G15KUZ2,10106.25,24.5,28.406,LINE_MWIDNS,45.0,Low Risk,0,0,3.905999999999999,15.94285714285714,0,412.499983163266,9.221008267100698,3.2386784521643803,39,3911,0,5,1,3109,2020,1,1,2,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1276188947266796,0
21073696,2020-01-01,02:04:16,Import,NP,PORT_70,EC,920600,55BH1VM,OOZO637,3486.0,60.0,62.292,LINE_MODE_10,71.9,Clear,0,0,2.2920000000000016,3.8200000000000025,0,58.09999903166669,8.156797046675651,4.110873864173311,92,9206,0,1,1,28150,2020,1,1,2,2,0,1,0,0,0,3,2,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13,Medium,0.1713106235384668,0
38525083,2020-01-02,05:52:43,Import,CN,PORT_40,UG,401699,EM2E4JI,NL4ITTS,72.4,4.0,4.079,LINE_MODE_10,59.7,Clear,0,0,0.0789999999999997,1.9749999999999928,0,18.099995475001133,4.29592393562047,1.6094379124341005,40,4016,0,6,1,28150,2020,1,2,3,5,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.1873387131878954,0
47431706,2020-01-02,04:24:26,Import,US,PORT_30,KR,392690,4P7B5G1,DLZIJEQ,136.92,228.2,203.865,LINE_MODE_10,34.6,Low Risk,0,0,-24.33499999999998,-10.663891323400518,0,0.5999999973707274,4.926673806915383,5.434594984840585,39,3926,0,4,6,28150,2020,1,2,3,4,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.1609134441263672,0
83743051,2020-01-02,11:13:31,Import,CN,PORT_40,PY,620462,2P3V50X,O6JLM7J,30866.0,220.0,227.854,LINE_MODE_10,70.3,Clear,0,0,7.854000000000013,3.5700000000000056,0,140.29999936227273,10.33744293104392,5.3981627015177525,62,6204,0,4,29,28150,2020,1,2,3,11,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1987879034015672,0
63617737,2020-01-02,16:27:37,Import,CN,PORT_40,TT,610990,AGE39KK,ZHR1CC1,1250.0,20.0,20.854,LINE_MODE_40,68.9,Clear,0,0,0.8539999999999992,4.269999999999996,0,62.49999687500015,7.131698510466912,3.044522437723423,61,6109,0,7,8,15592,2020,1,2,3,16,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.192659435701161,0
32708224,2020-01-02,06:41:04,Import,CN,PORT_40,MT,392690,C156PIZ,DWNJQL8,9.3,15.5,15.1,LINE_MWIDNS,29.7,Clear,0,0,-0.4000000000000003,-2.580645161290325,0,0.5999999612903252,2.33214389523559,2.803360380906535,39,3926,0,4,620,3109,2020,1,2,3,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0106884221793772,0
94748548,2020-01-02,18:30:28,Import,CN,PORT_20,BA,950300,708A72F,N1MU33Y,28930.0,110.0,150.264,LINE_MODE_10,142.5,Critical,0,0,40.26400000000001,36.60363636363637,1,262.99999760909094,10.272668963567046,4.709530201312334,95,9503,1,196,6,28150,2020,1,2,3,18,1,0,2,0,2,0,0,0,0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.4,Critical,-0.0298305766983855,1
38543102,2020-01-02,12:57:02,Import,NI,PORT_30,IL,630790,35QPBS0,QDA3U8T,690.0,300.0,329.112,LINE_MODE_10,36.2,Low Risk,0,0,29.112000000000023,9.704000000000008,0,2.2999999923333334,6.53813982376767,5.707110264748875,63,6307,0,8,5,28150,2020,1,2,3,12,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1909016471327333,0
57728656,2020-01-02,16:00:16,Import,CN,PORT_40,ZZ,640299,1E7DTR5,1DKNO2M,514.0,5.0,4.791,LINE_MODE_10,19.1,Clear,0,0,-0.2089999999999996,-4.179999999999993,0,102.79997944000412,6.244166900663736,1.791759469228055,64,6402,0,23,5,28150,2020,1,2,3,16,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1751453369652141,0
40371610,2020-01-02,23:00:10,Import,TR,PORT_40,LV,250810,9RMD0T5,YFEUVQC,64568.84,2819.6,2907.572,LINE_W6UCD9,67.3,Clear,0,0,87.97200000000021,3.1200170236913114,0,22.89999999187828,11.075502707686514,7.9447049072581395,25,2508,0,1,1,2251,2020,1,2,3,23,0,1,0,0,0,3,2,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13,Medium,0.117959969967342,0
73126688,2020-01-02,03:06:08,Import,US,PORT_20,LV,392690,MJZO983,E3Q8ABV,9.48,0.3,0.313,LINE_VZIZJJ,74.5,Clear,0,0,0.013,4.3333333333333375,0,31.599894667017782,2.349468678892896,0.262364264467491,39,3926,0,6,129,1021,2020,1,2,3,3,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.0632654284002744,0
24697408,2020-01-02,11:51:28,Import,VN,PORT_10,CA,940490,SKDR671,MM7MN4S,21053.34,911.4,895.177,LINE_MODE_10,34.9,Clear,0,0,-16.222999999999956,-1.7800087777046256,0,23.099999974654377,9.954861993631196,6.8160784904102325,94,9404,0,12,2,28150,2020,1,2,3,11,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.2061459053199656,0
95975634,2020-01-02,00:17:54,Import,DE,PORT_30,GU,390950,28OZXXF,42VLJD6,110175.0,250.0,301.46,LINE_MODE_10,98.9,Low Risk,0,0,51.45999999999998,20.584,1,440.6999982372,11.60983436613825,5.525452939131784,39,3909,1,2,67,28150,2020,1,2,3,0,0,1,2,0,2,0,2,0,0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.43,Critical,0.0644339954894146,0
46824398,2020-01-02,18:54:38,Import,CN,PORT_10,GU,940360,ZYVOW2Z,XVKXZOK,70290.0,9900.0,10268.28,LINE_MODE_10,71.2,Clear,0,0,368.2800000000007,3.720000000000007,0,7.099999999282828,11.160399046843542,9.200391041122517,94,9403,0,3,4,28150,2020,1,2,3,18,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1797116650279384,0
93188371,2020-01-02,18:55:31,Import,CN,PORT_40,BR,620463,F3XOF3E,U69S3XW,403485.6,6132.0,5982.992,LINE_MODE_10,30.7,Clear,0,0,-149.0079999999998,-2.430006523157205,0,65.7999999892694,12.9078985567231,8.721439305625983,62,6204,0,3,5,28150,2020,1,2,3,18,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1924401913311324,0
27330422,2020-01-02,10:19:02,Import,CN,PORT_40,IL,841320,6JZPZ3O,V9GO1VJ,44082.72,3643.2,3735.009,LINE_MODE_10,63.3,Clear,0,0,91.8090000000002,2.52000988142293,0,12.099999996678743,10.693845832280507,8.200892141615778,84,8413,0,6,8,28150,2020,1,2,3,10,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1990476206982662,0
84902588,2020-01-02,06:11:08,Import,IT,PORT_10,AM,841459,037VMHI,NNBIK6P,25152.84,392.4,389.339,LINE_MODE_10,41.5,Clear,0,0,-3.060999999999978,-0.7800713557594238,0,64.09999983664629,10.132765847769504,5.974826905954958,84,8414,0,1,1,28150,2020,1,2,3,6,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Medium,0.2038921992823483,0
57565526,2020-01-02,23:21:26,Import,VN,PORT_30,UG,640299,N6CG9ZF,EKEWR8W,359100.96,3493.2,3399.582,LINE_MODE_10,29.0,Clear,0,0,-93.61799999999994,-2.6800068704912383,0,102.7999999705714,12.791361638288947,8.158859730040344,64,6402,0,4,7,28150,2020,1,2,3,23,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.1726884073444482,0
73045847,2020-01-02,08:02:47,Import,CN,PORT_20,SD,850519,U89JAWF,PUR3454,218.0,5.0,5.188,LINE_MODE_40,65.6,Clear,0,0,0.1879999999999997,3.7599999999999945,0,43.59999128000175,5.389071729816501,1.791759469228055,85,8505,0,2,54,15592,2020,1,2,3,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1735913784477273,0
98752699,2020-01-02,01:22:19,Import,DE,PORT_30,HN,330499,YFDPPDW,5WRJWBD,67678.0,380.0,384.446,LINE_MODE_10,54.4,Clear,0,0,4.446000000000026,1.170000000000007,0,178.0999995313158,11.122531218757237,5.942799375126701,33,3304,0,5,4,28150,2020,1,2,3,1,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.1867586621894316,0
88268883,2020-01-02,20:56:03,Import,CN,PORT_40,RS,610910,EKI0ID0,CXC3E7O,624.0,40.0,48.298,LINE_MODE_40,93.4,Low Risk,0,0,8.298000000000002,20.745000000000005,1,15.59999961000001,6.437751649736401,3.713572066704308,61,6109,0,2,9,15592,2020,1,2,3,20,0,0,2,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,Medium,0.1131857107600577,0
35053269,2020-01-02,14:25:09,Import,JP,PORT_40,HU,310100,MODEXI2,R6OX3Y9,4712130.0,127700.0,124724.59,LINE_MWIDNS,25.3,Clear,0,0,-2975.4100000000035,-2.3300000000000027,0,36.89999999971104,15.365650805285345,11.757446872843532,31,3101,0,4,2,3109,2020,1,2,3,14,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1217179250641055,0
51770822,2020-01-02,07:19:02,Import,TW,PORT_40,BA,940290,NMF3ARJ,FDS7TF3,22570.0,14.8,15.173,LINE_EIZP3I,57.3,Clear,0,0,0.3729999999999993,2.5202702702702657,0,1524.9998969594665,10.024421175431756,2.760009940032921,94,9402,0,3,4,313,2020,1,2,3,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1415510294009371,0
39894127,2020-01-02,04:34:07,Import,VN,PORT_20,HN,940169,0NBY50H,IHDE3DP,258480.0,3600.0,3591.72,LINE_MODE_40,39.2,Clear,0,0,-8.2800000000002,-0.2300000000000055,0,71.79999998005556,12.462577469262174,8.188966863648876,94,9401,0,17,3,15592,2020,1,2,3,4,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.182481816329453,0
65839607,2020-01-02,14:18:47,Import,DE,PORT_20,LV,392690,J4HE1D5,TJ5LQYN,60.0,100.0,95.77,LINE_MODE_10,18.8,Clear,0,0,-4.230000000000004,-4.230000000000004,0,0.599999994,4.110873864173311,4.61512051684126,39,3926,0,5,5,28150,2020,1,2,3,14,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1884664052831065,0
50196114,2020-01-02,19:45:54,Import,JP,PORT_20,GU,71290,QBIH1EB,Z7DI1C1,81170.0,100.0,97.92,LINE_MODE_10,33.0,Clear,0,0,-2.0799999999999983,-2.0799999999999983,0,811.699991883,11.304313319501928,4.61512051684126,7,712,0,15,2,28150,2020,1,2,3,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1895535646414496,0
23794696,2020-01-02,21:54:16,Import,VN,PORT_30,JP,160419,ETURNFG,AM05MDE,252150.0,500.0,519.1,LINE_MODE_10,71.9,Clear,0,0,19.100000000000023,3.8200000000000047,0,504.2999989914,12.437783393390324,6.2166061010848646,16,1604,0,5,32,28150,2020,1,2,3,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.164942002319773,0
65637572,2020-01-02,13:11:32,Import,CN,PORT_20,UG,901910,GR4J0RB,SB737F4,6630.0,1275.0,1275.255,LINE_MODE_10,46.8,Clear,0,0,0.2550000000001091,0.0200000000000085,0,5.199999995921568,8.799510901368867,7.151485463904735,90,9019,0,7,31,28150,2020,1,2,3,13,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.2025283166831567,0
78327056,2020-01-02,04:26:56,Import,CN,PORT_20,SV,200599,7OUO7H7,IJ8KT4I,385200.0,6000.0,5749.2,LINE_MODE_10,19.1,Clear,0,0,-250.80000000000013,-4.180000000000003,0,64.1999999893,12.861520554956735,8.699681400989514,20,2005,0,3,6,28150,2020,1,2,3,4,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,Low,0.1808909882258914,0
11817825,2020-01-02,13:43:45,Import,JP,PORT_16,CR,844180,EXV87PQ,AWI1M30,1121380.0,24700.0,24667.89,LINE_MODE_40,39.8,Clear,0,0,-32.11000000000058,-0.1300000000000023,0,45.399999998161945,13.930071519421343,10.1145990076265,84,8441,0,2,3,15592,2020,1,2,3,13,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1825002653457214,0
14504852,2020-01-02,09:39:32,Import,CN,PORT_62,CR,851829,BLZGA7I,P5KJOIV,722568.0,7590.0,7287.918,LINE_MODE_40,14.4,Clear,0,0,-302.08200000000033,-3.980000000000005,0,95.19999998745718,13.490568196138828,8.934718614016768,85,8518,0,2,39,15592,2020,1,2,3,9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1708514488294559,0
60904587,2020-01-02,10:08:27,Import,CH,PORT_20,LR,910229,T9K1CH7,L5GONLU,57.22,0.2,0.194,LINE_MODE_10,25.4,Clear,0,0,-0.006,-3.0000000000000027,0,286.09856950715243,4.064228938317477,0.1823215567939546,91,9102,0,9,37,28150,2020,1,2,3,10,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1677172434551874,0
52259628,2020-01-02,21:21:48,Import,IT,PORT_20,NO,420330,K475220,VVFLVNF,1712.0,5.0,4.861,LINE_MODE_10,28.3,Clear,0,0,-0.1390000000000002,-2.7800000000000047,0,342.3999315200137,7.44600149832412,1.791759469228055,42,4203,0,7,8,28150,2020,1,2,3,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.1882780353894866,0
